prediction_scope,model,task,variant,strategy,cost_bps,exposure_rate,long_rate,short_rate,cumulative_return,annualised_return,sharpe_ratio,max_drawdown,turnover,n_days
oos,rf,classification,ta,sign_band_0.01,5.0,0.91133874955846,0.45831861533027196,0.45302013422818793,20.531790447437707,0.30456620983753835,0.6037254034771559,-0.6737501533374589,0.4318936877076412,4214
oos,rf,classification,ta,sign_band_0.005,5.0,0.9569056870363829,0.4798657718120805,0.4770399152243024,14.309885716968212,0.26659444743731453,0.518215316140079,-0.7084925167855723,0.4266729947793071,4214
oos,rf,classification,ta,full_exposure_sign,5.0,1.0,0.49841045566937475,0.5015895443306252,14.055047385961254,0.2647542989909004,0.5048415423801036,-0.728989111431999,0.4238253440911248,4214
oos,rf,classification,ta,sign_band_0.0025,5.0,0.9795125397386083,0.48904980572235957,0.4904627340162487,12.20102024698354,0.2504392168735694,0.4807226802944137,-0.7270385370259062,0.4242999525391552,4214
oos,rf,classification,ta,long_only_band_0.01,5.0,0.45831861533027196,0.45831861533027196,0.0,11.437081651988747,0.2439994320232044,0.667920653688656,-0.6323954004414588,0.21689606074988135,4214
oos,rf,classification,ta,long_only_sign,5.0,0.49841045566937475,0.49841045566937475,0.0,10.850458191043632,0.23880425372815628,0.6363708799233704,-0.6750460752014812,0.2121499762695776,4214
oos,rf,classification,ta,long_only_band_0.0025,5.0,0.48904980572235957,0.48904980572235957,0.0,10.498927502231105,0.2355773547632638,0.6305190761629783,-0.6715004972537314,0.21309919316563836,4214
oos,rf,classification,ta,long_only_band_0.005,5.0,0.4798657718120805,0.4798657718120805,0.0,9.953333520122715,0.23038601674851655,0.6198915113770274,-0.6692155768800031,0.21404841006169908,4214
oos,rf,classification,ta,quantile_ls_0.20,5.0,0.4002119392440834,0.2001059696220417,0.2001059696220417,3.0031747579562618,0.12765927836141855,0.35428097011860016,-0.5187405234093765,0.29900332225913623,4214
oos,rf,classification,ta,quantile_long_only_0.20,5.0,0.2001059696220417,0.2001059696220417,0.0,1.9021660937600542,0.09667809994569732,0.3637447682712274,-0.5407225288918355,0.13763644992880875,4214
oos,rf,classification,ta,quantile_long_only_0.10,5.0,0.10014129282938891,0.10014129282938891,0.0,1.714111667615172,0.09033289802146505,0.45692389022432606,-0.38912297463526735,0.08210726150925486,4214
oos,rf,classification,ta,quantile_ls_0.10,5.0,0.20028258565877782,0.10014129282938891,0.10014129282938891,1.2042887260481616,0.07085965566091268,0.28729939944981875,-0.38881745975022874,0.17845277645942098,4214
oos,rf,classification,ta,quantile_long_only_0.05,5.0,0.05015895443306252,0.05015895443306252,0.0,0.43180506469610047,0.03157793904559103,0.22136821697711065,-0.43612523954002164,0.04746084480303749,4214
oos,rf,classification,ta,quantile_ls_0.05,5.0,0.10031790886612504,0.05015895443306252,0.05015895443306252,0.41318600872829414,0.0304090664933665,0.1781126816366113,-0.44049018798008927,0.09729473184622686,4214
